,DEPTH_M,DIAMETER_MM,LENGTH_M,JOB_COST,JOB_TYPE_Replace,MATERIAL_CI,MATERIAL_ST
561,1.84,90,20.4,1479.392975,0,1,0
562,4.07,125,19.27,6298.037206,0,0,0
563,2.64,90,10.88,2063.90637,0,1,0
564,3.59,63,11.74,2107.210779,0,0,0
565,1.93,200,39.7,5042.752243,0,0,0
566,4.15,250,16.29,7344.458275,0,0,0
567,3.22,125,34.9,4517.827992,0,0,1
568,2.1,200,21.84,4676.504097999999,0,0,0
569,3.2,63,48.28,3574.6475299999997,0,0,0
570,1.97,125,21.47,3008.072604,0,0,0
571,2.61,63,26.81,1732.671843,0,1,0
572,2.57,200,18.98,5535.5796310000005,0,0,0
573,1.61,125,37.82,2813.245382,0,1,0
574,2.66,250,18.55,7975.461261,0,0,0
575,3.22,200,13.4,5495.57959,0,0,0
576,4.61,50,29.99,2922.241741,0,0,0
577,1.34,200,30.04,4050.284026,0,1,0
578,3.19,90,38.8,4163.382962,0,0,1
579,4.04,200,21.44,8839.063654000001,0,0,0
580,3.2,63,17.51,1971.6794120000002,0,1,0
581,2.16,90,9.53,1349.298708,0,0,0
582,1.98,90,9.55,1429.713518,0,1,0
583,3.44,90,21.92,4210.707497,0,0,0
584,1.88,200,15.01,3861.499552,0,0,0
585,3.07,315,38.44,14646.04626,0,0,0
586,2.62,90,23.19,2824.348407,0,0,0
587,3.37,90,18.59,3307.357723,0,1,0
588,1.79,200,40.87,4888.865665,0,0,0
589,2.32,200,40.3,7242.079866,0,0,0
590,4.06,63,31.69,3373.63789,0,1,0
591,2.35,250,29.37,7696.819073999999,0,0,0
592,2.74,90,34.67,3338.73302,0,0,1
593,3.72,63,20.87,2268.0448300000003,0,1,0
594,1.59,450,18.63,8001.335162,0,1,0
595,2.34,90,14.9,2451.3586920000002,0,1,0
596,1.79,125,28.25,2820.9403190000003,0,0,1
597,3.7,90,18.69,3776.900392,0,0,1
598,2.75,50,24.64,1882.048738,0,0,0
599,4.02,50,43.01,2753.3134800000003,0,0,0
600,2.7,90,35.1,3550.905066,0,0,0
601,3.15,125,23.42,4472.901178,0,1,0
602,2.56,125,23.62,3495.923707,0,0,0
603,2.12,125,35.03,4096.2736780000005,0,1,0
604,1.57,125,37.64,3165.447807,0,0,0
605,4.42,125,40.4,9090.850008,0,0,1
606,2.23,63,16.5,1382.280662,0,0,0
607,2.05,250,39.38,7783.805993999999,0,0,0
608,3.9,63,23.53,3023.0648300000003,0,1,0
609,4.05,90,20.12,4314.069308,0,0,0
610,2.6,250,26.13,7544.578906999999,0,0,0
611,1.93,200,24.22,4982.166913,0,0,0
612,3.18,50,25.4,2039.595838,0,0,0
613,2.42,250,22.98,7441.431079000001,0,0,0
614,3.0,125,16.51,3408.892154,0,0,0
615,2.53,90,25.79,3133.4690769999997,0,0,1
616,2.2,125,15.45,2985.110586,0,0,0
617,2.97,90,13.22,2345.1516260000003,0,0,0
618,2.59,315,15.26,8509.292507,0,1,0
619,3.35,90,13.58,2832.839782,0,0,0
620,3.88,63,23.59,2671.909506,0,0,0
621,3.77,90,35.27,5144.57328,0,0,0
622,2.74,90,15.61,2230.597287,0,0,0
623,1.31,125,17.83,1575.400445,0,0,0
624,2.88,90,43.7,4138.264952,0,1,0
625,1.59,90,14.93,1404.250164,0,0,1
626,2.06,125,15.61,2336.611731,0,0,0
627,3.68,63,17.22,2224.897293,0,0,0
628,2.74,90,14.11,2301.331701,0,0,0
629,2.82,90,23.2,2895.0775710000003,0,1,0
630,3.34,63,31.24,3172.9335079999996,0,0,1
631,2.74,90,29.07,3532.040817,0,1,0
632,3.04,50,16.06,1580.665692,0,0,0
633,2.35,90,24.31,2231.080606,0,0,0
634,3.71,90,15.86,3180.188623,0,0,1
635,1.35,90,23.17,1719.6000920000001,0,0,0
636,2.7,63,16.84,2081.230968,0,1,0
637,3.65,125,23.49,6398.520022,0,0,0
638,4.19,63,30.09,3047.987243,0,0,1
639,2.45,90,37.96,2741.798856,0,0,1
640,2.74,63,30.4,1885.7258010000003,0,0,0
641,4.31,63,14.01,2243.8187359999997,0,0,0
642,2.77,63,15.1,1633.916334,0,0,0
643,2.91,63,15.63,1794.181607,0,0,0
644,1.85,125,34.94,3471.874335,0,0,0
645,3.22,125,17.03,3095.599812,0,0,0
646,2.01,250,25.88,6919.790548000001,0,1,0
647,3.38,63,29.64,3475.922322,0,0,0
648,1.73,125,33.22,2762.023813,0,0,0
649,2.41,90,25.92,2588.1448960000002,0,1,0
650,2.35,63,11.52,1144.853709,0,1,0
651,3.65,50,31.9,2671.963406,0,0,0
652,1.91,63,16.0,1144.025981,0,0,0
653,2.11,90,16.07,2027.1509780000001,0,0,0
654,1.32,50,10.3,586.5061691000001,0,0,0
655,2.86,50,25.18,1945.4275670000002,0,0,0
656,1.65,63,28.38,1374.9931689999999,0,0,0
657,1.77,90,12.49,1516.287975,0,0,0
658,1.52,50,24.16,874.6298245999999,0,0,0
659,2.57,63,10.34,1354.0735789999999,0,0,0
660,2.47,200,11.44,4257.879451,0,1,0
661,4.03,200,44.53,12773.38888,0,1,0
662,1.71,90,14.06,1647.630843,0,1,0
663,2.21,63,13.11,1271.515118,0,0,0
664,2.66,90,8.63,1658.358991,0,0,1
665,3.16,90,27.44,4176.115806,0,0,0
666,1.95,63,23.0,1352.798261,0,0,1
667,2.95,125,18.73,4020.269788,0,0,0
668,4.45,125,29.64,6598.44705,0,0,0
669,3.56,200,34.66,10661.04276,0,0,0
670,3.33,50,17.63,1900.139734,0,0,1
671,1.82,125,22.82,2700.361156,0,0,0
672,1.93,90,13.96,1846.196684,0,0,0
673,3.21,250,11.09,6556.492279,0,0,1
674,2.75,90,29.51,3407.817053,0,1,0
675,2.98,50,14.83,1567.1309609999998,0,0,0
676,3.93,50,21.6,2643.305016,0,1,0
677,2.85,125,13.13,3074.038692,0,0,0
678,1.85,200,16.66,3813.0332299999995,0,1,0
679,2.06,200,21.66,4285.921614,0,1,0
680,2.46,63,31.35,1981.314866,0,0,0
681,2.0,90,27.07,2668.754384,0,0,0
682,1.48,90,14.99,1203.0853619999998,0,0,0
683,2.48,200,18.7,5751.190916,0,1,0
684,3.61,90,40.49,4328.854632,0,1,0
685,2.43,63,23.94,1812.8164129999998,0,0,1
686,1.58,200,41.3,5659.716272,0,1,0
687,3.27,125,33.11,6644.000584,0,1,0
688,2.64,63,22.88,2181.8298010000003,0,0,0
689,3.71,63,17.46,2376.245711,0,1,0
690,1.47,63,18.97,997.8824183,0,1,0
691,1.83,450,34.37,10541.4512,0,0,0
692,2.16,90,19.85,2358.720488,0,0,0
693,3.52,63,23.17,2728.704176,0,0,1
694,3.04,63,31.49,2737.9078449999997,0,0,0
695,1.75,90,38.07,2810.3368140000002,0,1,0
696,2.85,50,24.34,1794.624307,0,0,0
697,2.82,200,17.45,6096.464486999999,0,0,0
698,3.18,315,19.57,11154.86938,0,0,0
699,2.63,90,24.81,3073.8753920000004,0,1,0
700,2.07,90,15.56,1989.116652,0,0,0
701,1.11,63,14.27,635.0282758,0,1,0
702,1.89,125,20.04,2661.966113,0,0,0
703,3.33,63,24.73,2395.379055,0,0,0
704,4.19,90,32.56,5143.837829,0,0,1
705,1.9,90,29.0,2255.144895,0,0,1
706,1.2,50,19.35,657.9005281000001,0,0,1
707,4.23,125,19.66,5127.740596,0,1,0
708,2.86,90,24.87,3597.0573619999996,0,0,0
709,2.21,125,21.71,3440.306276,0,0,0
710,4.74,125,26.87,8858.096345,0,0,0
711,3.54,90,32.55,4650.858111,0,0,1
712,3.19,200,20.85,7394.520909000001,0,0,0
713,3.12,63,14.15,1613.9288390000002,0,0,1
714,3.3,90,44.89,3918.351978,0,0,0
715,3.43,63,28.26,3186.8622739999996,0,0,0
716,2.44,250,22.29,6803.210078,0,1,0
717,4.09,125,19.93,5691.141793,0,0,1
718,2.45,50,14.44,1234.886256,0,0,0
719,2.53,90,12.12,1983.1750359999999,0,0,0
720,3.74,90,32.65,4584.353874,0,1,0
721,2.81,250,24.71,9000.772945,0,1,0
722,3.91,90,13.47,3325.258624,0,0,1
723,2.19,125,14.5,2562.1293769999997,0,0,1
724,3.01,63,30.72,2633.826858,0,1,0
725,2.91,50,9.53,1176.393898,0,0,0
726,2.14,200,20.91,5816.207676,0,0,0
727,1.68,200,9.6,2724.015395,0,1,0
728,2.71,90,34.31,3198.7509,0,0,0
729,3.86,200,30.46,10363.10313,0,0,0
730,3.32,63,32.44,3202.742374,0,1,0
731,3.17,250,43.66,12147.843490000001,0,1,0
732,4.49,63,14.94,2779.259376,0,0,0
733,1.6,125,34.9,2827.888343,0,0,0
734,2.07,63,18.33,1546.047068,0,0,0
735,3.25,63,14.61,2183.85023,0,0,0
736,3.88,200,11.98,6882.181436,0,0,0
737,2.74,315,20.14,8848.556897,0,0,0
738,2.57,63,27.1,2636.6851,0,0,0
739,3.34,125,14.41,3797.0994630000005,0,0,1
740,3.79,250,37.07,12701.60179,0,0,1
741,1.4,90,20.09,1294.416034,0,0,0
742,4.17,125,17.2,5652.869304999999,0,1,0
743,2.88,90,15.06,2770.460732,0,0,1
744,3.98,315,19.98,14149.33389,0,0,1
745,2.97,200,43.37,8528.865921999999,0,0,0
746,3.31,90,13.9,3194.300485,0,1,0
747,4.79,63,34.55,4439.831003,0,0,1
748,3.99,63,19.5,3090.768089,0,1,0
749,2.56,200,24.74,7637.1755379999995,0,0,0
750,3.11,90,32.76,4203.517993,0,0,0
751,4.15,250,16.94,10703.25266,0,1,0
752,1.52,90,27.16,1985.6071239999999,0,0,0
753,2.46,315,23.05,7933.955726,0,0,0
754,2.07,200,14.94,4331.099004,0,0,1
755,2.23,315,22.29,9195.832451,0,1,0
756,3.11,90,16.06,3212.771488,0,1,0
757,3.98,90,31.71,4939.923118,0,0,0
758,2.41,90,20.81,3103.032456,0,0,1
759,2.72,63,36.13,2599.64728,0,0,1
760,2.35,90,30.49,3098.422762,0,0,0
761,2.24,90,40.3,3146.008595,0,1,0
762,3.68,250,41.59,13651.732909999999,0,0,0
763,3.06,250,21.77,7576.593737,0,0,0
764,3.79,125,20.56,4456.166373,0,1,0
765,1.75,50,19.24,993.4188551000001,0,1,0
766,4.0,125,16.24,4649.879035,0,1,0
767,1.8,90,17.99,1841.6737100000003,0,1,0
768,2.71,63,21.98,2311.893338,0,0,1
769,3.1,63,24.91,2452.9409370000003,0,0,0
770,2.26,50,15.0,997.4888107,0,0,0
771,2.92,63,23.31,2450.342909,0,0,0
772,3.64,250,20.88,8919.074365,0,0,0
773,4.16,50,22.17,2821.186388,0,0,1
774,2.46,200,23.55,6456.545854999999,0,0,0
775,2.61,200,27.98,8672.415933,0,0,0
776,2.26,125,23.42,3144.431005,0,0,0
777,1.31,125,23.57,1817.194786,0,0,0
778,1.32,250,36.52,4065.640042,0,0,0
779,2.49,63,29.78,1813.92991,0,1,0
780,2.41,63,29.67,2298.726337,0,1,0
781,2.11,125,30.55,3347.477908,0,0,0
782,2.77,125,37.36,4888.007643999999,0,0,1
783,1.94,50,15.01,841.2701569,0,1,0
784,3.47,250,23.88,9556.650569,0,0,0
785,2.58,63,26.5,2227.285821,0,1,0
786,2.5,63,12.22,1290.7664960000002,0,1,0
787,1.7,63,27.2,1199.860502,0,0,1
788,3.75,63,11.94,2058.1026100000004,0,1,0
789,3.32,63,34.2,3139.231241,0,0,0
790,1.68,90,33.22,1993.192493,0,0,0
791,2.32,90,23.93,2712.10869,0,1,0
792,2.44,90,22.8,2829.255759,0,0,0
793,2.8,90,11.96,2112.433682,0,0,0
794,2.86,90,19.81,3133.389898,0,0,0
795,2.52,63,13.89,1572.1584779999998,0,0,0
796,3.02,125,18.12,4440.512873,0,0,1
797,1.29,63,19.96,732.9789262,0,0,0
798,1.85,90,34.35,2416.821527,0,0,1
799,3.78,63,9.47,1790.296511,0,0,0
800,4.08,63,23.73,3359.5551840000003,0,0,0
801,1.66,90,22.11,2181.046801,0,0,0
802,4.71,50,35.01,3173.6404829999997,0,1,0
803,2.2,50,23.54,1216.842894,0,0,0
804,2.3,50,34.21,1543.518076,0,1,0
805,3.58,90,41.89,5016.7940960000005,0,0,0
806,4.6,63,17.98,3306.490098,0,0,0
807,1.62,90,21.14,1608.838651,0,0,0
808,1.13,200,26.68,3011.541547,0,1,0
809,2.57,90,24.9,3330.519995,0,0,1
810,2.37,200,42.36,8665.490875,0,1,0
811,2.39,250,40.6,9905.263976999999,0,0,0
812,2.13,90,35.18,2049.747119,0,1,0
813,2.02,200,22.36,4818.762869,0,0,0
814,2.53,50,21.77,1207.2545300000002,0,1,0
815,3.34,90,15.87,3494.465447,0,1,0
816,2.45,63,46.39,2993.77848,0,0,0
817,2.12,63,35.62,1921.9121870000001,0,0,1
818,1.96,63,24.95,1630.418495,0,0,1
819,4.11,90,19.28,3109.703518,0,0,0
820,3.19,50,39.36,2586.7744079999998,0,1,0
821,3.08,90,15.66,2620.5055030000003,0,0,0
822,2.62,50,20.79,1585.061252,0,0,0
823,2.56,63,20.64,1635.1311349999999,0,1,0
824,1.65,315,37.12,7241.496014,0,0,1
825,1.53,125,36.66,2596.127461,0,1,0
826,2.21,63,11.22,1154.265301,0,0,0
827,2.48,63,16.97,1676.749401,0,0,1
828,2.48,63,36.55,2351.9161050000002,0,0,0
829,1.42,250,11.0,2977.065934,0,0,0
830,1.61,90,36.37,2103.549396,0,0,0
831,4.03,200,40.63,13438.969119999998,0,0,0
832,2.33,63,17.0,1391.877238,0,1,0
833,1.59,90,21.78,1740.808895,0,0,0
834,1.73,200,20.54,3392.54491,0,0,0
835,2.93,125,43.77,4914.225549,0,0,0
836,2.26,63,19.13,1667.852646,0,0,0
837,1.54,125,10.25,1713.4928949999999,0,0,0
838,1.55,200,32.04,4327.9127,0,0,1
839,2.78,90,17.53,2227.3076,0,0,0
840,3.38,90,19.4,3453.4732689999996,0,1,0
841,1.76,125,14.12,2372.615316,0,1,0
842,4.45,200,17.72,10113.24882,0,0,0
843,4.33,90,15.35,4089.35734,0,1,0
844,1.57,90,25.41,1574.193514,0,1,0
845,2.82,200,27.04,6436.150495,0,0,0
846,2.61,90,33.92,2878.9399280000002,0,1,0
847,3.05,90,30.32,3971.2238509999997,0,0,0
848,2.34,125,44.69,5208.559126,0,0,0
849,2.39,315,14.3,5875.993716,0,1,0
850,2.79,250,21.27,5970.831368,0,1,0
851,2.12,125,16.73,3302.854949,0,0,0
852,2.6,90,44.02,4234.659737,0,0,0
853,2.16,200,22.9,4891.047174,0,1,0
854,2.47,90,27.37,2799.354214,0,0,0
855,2.6,90,23.78,3271.2197929999998,0,0,0
856,2.22,200,27.13,4993.973335000001,0,0,1
857,1.53,125,30.62,2895.769577,0,0,0
858,1.81,125,17.89,2608.584222,0,0,0
859,3.19,50,19.4,1857.7628350000002,0,0,1
860,1.64,63,11.79,966.0757572999999,0,1,0
861,2.24,63,20.09,1833.78268,0,0,1
862,2.37,315,21.47,9143.04045,0,0,0
863,1.03,125,33.88,1833.079908,0,1,0
864,2.09,90,18.23,1946.974784,0,0,0
865,2.03,200,38.12,6642.787066,0,0,0
866,4.37,50,12.71,1751.5168800000001,0,1,0
867,3.2,200,11.57,5279.099249,0,1,0
868,1.89,50,30.22,1387.227199,0,0,0
869,2.14,125,37.49,3983.5226340000004,0,0,0
870,3.03,63,31.62,2506.261139,0,1,0
871,1.76,63,17.31,1277.2014390000002,0,0,0
872,1.61,50,23.34,832.9701771000001,0,0,0
873,2.41,90,12.36,2144.8416620000003,0,0,0
874,3.28,125,17.52,4354.604794,0,1,0
875,4.28,90,34.9,4399.484734000001,0,0,0
876,2.5,125,30.64,4765.814554,0,0,1
877,3.06,315,29.47,12630.36733,0,1,0
878,4.26,200,35.74,13041.95529,0,0,0
879,2.17,90,25.88,2027.9208079999999,0,0,0
880,2.35,250,16.41,6010.017793,0,0,0
881,2.59,125,16.9,2944.5491739999998,0,1,0
882,1.98,90,12.37,1814.813709,0,0,0
883,1.83,63,37.78,1364.0670220000002,0,1,0
884,2.29,315,21.15,8625.689434,0,1,0
885,2.36,125,16.15,2698.603703,0,1,0
886,4.18,63,39.63,4070.8843799999995,0,0,0
887,1.66,90,26.69,1494.212755,0,0,0
888,2.16,50,18.09,1242.895335,0,0,0
889,1.57,200,19.11,3668.847065,0,0,0
890,1.98,50,39.35,1554.782853,0,0,0
891,4.27,125,28.56,8033.605656000001,0,0,0
892,1.81,125,21.22,2753.5504149999997,0,1,0
893,1.3,50,34.83,828.0327432999999,0,0,1
894,2.17,125,25.27,2980.0419660000002,0,0,1
895,3.73,200,12.24,7458.153391,0,0,1
896,3.2,90,9.55,1919.328578,0,0,0
897,1.34,63,33.77,1283.079717,0,0,0
898,2.42,200,22.95,4871.587563,0,0,0
899,3.09,63,36.49,2539.366752,0,1,0
900,3.01,125,14.44,3435.996446,0,1,0
901,2.86,50,15.93,1480.3224089999999,0,0,0
902,2.7,250,13.88,6606.442263,0,0,0
903,2.83,90,33.84,3075.910947,0,0,0
904,1.79,90,17.79,1851.318514,0,1,0
905,2.56,63,13.46,1659.152827,0,0,0
906,2.41,315,15.99,7988.976533,0,0,1
907,1.69,250,19.69,4617.155015,0,0,0
908,2.03,63,14.12,1206.165327,0,0,0
909,2.52,63,18.77,1655.718682,0,0,0
910,2.36,63,33.91,2023.6242140000002,0,0,0
911,3.03,63,30.62,2647.853772,0,0,1
912,1.96,63,24.68,1647.0510359999998,0,1,0
913,2.23,50,39.38,1628.181554,0,1,0
914,2.64,200,22.1,5690.976172,0,0,0
915,2.17,50,37.66,1673.889299,0,0,0
916,2.08,315,18.48,7749.850068000001,0,0,0
917,2.18,50,27.16,1516.5596460000002,0,1,0
918,3.36,63,25.39,2959.492108,0,1,0
919,2.12,125,23.99,3160.726452,0,0,0
920,1.66,200,9.18,2762.783736,0,1,0
921,2.44,90,23.27,2652.655181,0,1,0
922,1.85,63,15.97,1219.169617,0,0,0
923,3.21,125,23.5,5017.468425999999,0,0,0
924,3.78,90,42.92,4412.677413,0,0,0
925,1.9,200,14.85,4006.256515,0,0,0
926,2.72,63,12.75,1325.43388,0,1,0
927,3.39,250,21.39,10584.10541,0,0,1
928,2.2,90,15.15,1834.212834,0,0,1
929,3.38,250,17.56,9488.507889,0,0,0
930,1.32,200,30.03,3175.153898,0,0,0
931,2.01,315,33.46,10595.32736,0,0,1
932,3.33,125,24.28,5823.470175,0,0,0
933,2.35,90,36.31,3369.9321119999995,0,1,0
934,3.35,200,47.74,11442.6292,0,1,0
935,2.85,200,43.14,8203.472296,0,1,0
936,1.82,315,12.59,4183.914005,0,0,0
937,3.03,200,34.89,8583.112849,0,0,1
938,2.27,125,35.24,4193.121193999999,0,0,1
939,2.6,90,21.47,3222.642223,0,1,0
940,1.57,125,13.65,1873.289231,0,1,0
941,3.95,90,23.11,4295.902048,0,0,0
942,2.47,125,19.21,3909.195808,0,0,0
943,2.26,250,17.23,6309.235095,0,0,1
944,2.19,63,30.97,1963.793171,0,0,1
945,1.76,200,34.1,5014.108708,0,0,0
946,2.32,125,21.42,3983.633225,0,0,1
947,1.85,90,44.27,2730.768782,0,0,0
948,2.32,125,17.65,3415.83491,0,0,0
949,3.2,250,22.02,10480.925290000001,0,0,0
950,2.63,90,13.83,2705.6033780000002,0,0,1
951,4.2,50,30.14,3047.7459350000004,0,0,0
952,2.05,90,15.99,1889.676829,0,0,1
953,2.11,315,33.24,9066.123177,0,0,1
954,2.04,125,42.69,4040.0988840000005,0,0,0
955,2.68,250,12.49,5972.511171,0,0,1
956,2.04,90,31.06,2462.032521,0,1,0
957,3.7,63,15.5,2641.880655,0,0,1
958,3.47,250,36.67,14056.579419999998,0,1,0
959,3.88,63,14.45,2682.489571,0,1,0
960,3.05,250,42.78,11533.67257,0,0,0
961,2.65,125,31.88,5199.782838,0,0,1
962,1.89,90,28.8,1877.0829629999998,0,0,0
963,3.16,63,17.65,2100.947205,0,0,0
964,1.55,200,43.41,4950.792118,0,0,0
965,2.72,90,19.33,2510.887197,0,0,0
966,2.18,63,21.0,1739.496913,0,1,0
967,1.47,315,28.77,6278.575011999999,0,1,0
968,1.76,90,43.44,2303.200762,0,0,0
969,3.38,63,40.95,3553.240593,0,0,0
970,2.81,125,34.8,5120.9639560000005,0,0,1
971,2.62,90,20.83,2597.512944,0,0,0
972,2.69,63,47.23,2913.206455,0,1,0
973,2.08,125,35.18,3982.310457,0,0,0
975,2.51,90,19.59,2836.2780079999998,0,0,1
976,3.59,63,32.43,3138.727479,0,1,0
977,2.49,63,16.65,1745.4400679999999,0,0,1
978,2.27,63,21.73,1838.65789,0,0,0
979,2.12,63,26.6,1660.418479,0,0,1
980,3.49,90,22.85,4566.055541,0,1,0
981,1.43,63,43.14,1613.0484,0,0,1
982,2.83,50,35.11,2181.900188,0,0,1
983,1.45,50,20.08,972.5385346,0,0,0
984,2.49,50,15.19,1112.5217619999999,0,0,0
985,4.44,200,47.67,14160.731130000002,0,0,1
986,4.28,125,18.57,6017.327883,0,0,0
987,2.88,125,26.83,4818.300206,0,1,0
988,3.1,63,38.93,3461.7550950000004,0,0,1
989,4.85,250,18.69,13992.31101,0,1,0
990,4.26,125,42.24,8625.843579,0,0,1
991,2.14,125,19.99,2778.4667289999998,0,1,0
992,3.75,250,9.17,6555.541385,0,0,1
993,4.04,315,15.87,13777.6139,0,0,0
994,3.6,200,30.54,10750.69022,0,1,0
995,3.81,125,36.83,5846.168247,0,0,0
996,2.98,90,29.63,4088.2694100000003,0,1,0
997,2.6,50,26.64,1725.012495,0,1,0
998,2.93,90,48.01,5006.687964,0,0,1
999,1.61,200,19.06,3348.0064420000003,0,1,0
1000,2.44,63,12.75,1535.988684,0,0,0
1001,3.09,90,25.58,3680.452686,0,0,1
1002,3.39,90,37.26,4834.231931,0,1,0
1003,1.73,63,29.69,1272.2047460000001,0,0,0
1004,4.24,125,29.72,7237.859839,0,0,0
1005,1.67,315,24.53,6695.130791,0,0,0
1006,3.43,63,13.68,2156.900043,0,0,0
1007,2.45,200,23.22,5758.6167479999995,0,1,0
1008,2.14,90,8.49,1245.849489,0,0,0
1009,2.07,125,30.28,3772.6796990000003,0,0,1
1010,2.27,125,13.5,2777.744485,0,0,0
1011,2.05,90,31.49,2754.993687,0,1,0
1012,2.52,200,27.97,6075.488621,0,0,1
1013,2.41,125,12.75,2729.896656,0,0,1
1014,3.09,125,17.31,3874.4830380000003,0,0,0
1015,2.1,90,23.1,2238.356185,0,1,0
1016,2.54,200,38.15,7172.616115999999,0,0,0
1017,1.86,125,17.87,3064.6008690000003,0,0,0
1018,1.28,125,23.29,1688.8154579999998,0,1,0
1019,3.15,125,35.05,5573.052334,0,0,0
1020,3.94,125,17.1,4698.501024,0,0,0
1021,2.67,90,26.61,3271.934906,0,0,1
1022,2.07,450,15.06,6786.819474,0,0,0
1023,2.82,90,28.3,3410.1990560000004,0,1,0
1024,2.08,125,21.26,3119.020582,0,0,0
1025,3.57,63,14.8,2225.061427,0,0,0
1026,1.84,450,36.82,13523.42703,0,1,0
1027,3.96,63,12.71,2055.408532,0,0,1
1028,2.72,90,23.95,2892.604737,0,0,1
1029,2.17,90,43.13,3242.6854789999998,0,1,0
1030,1.55,125,18.91,2383.508477,0,0,0
1031,2.97,50,11.9,1197.9142789999999,0,1,0
1032,3.34,50,25.74,2119.563715,0,0,0
1033,1.06,63,30.64,670.4706081,0,0,0
1034,1.09,125,33.68,1987.0619739999997,0,0,0
1035,2.14,125,32.12,3510.564554,0,0,1
1036,2.82,90,21.53,2958.549905,0,0,0
1037,2.0,250,37.19,7989.773837999999,0,0,1
1038,2.44,90,37.49,3496.779468,0,1,0
1039,1.79,63,12.23,923.8353833999998,0,1,0
1040,3.08,200,13.4,5991.006454,0,1,0
1041,1.88,125,25.59,3048.3293519999997,0,0,0
1042,3.96,125,28.99,6743.06751,0,0,0
1043,2.49,250,20.84,7562.903531999999,0,0,0
1044,3.09,90,29.02,3588.4410700000003,0,0,0
1045,2.97,63,30.2,2860.969603,0,1,0
1046,1.57,63,40.51,1512.19154,0,1,0
1047,3.07,90,35.39,3815.885011,0,0,0
1048,3.22,125,17.91,4421.325465999999,0,0,1
1049,1.42,63,33.77,1322.663024,0,0,0
1050,1.95,50,18.77,1076.5165769999999,0,0,0
1051,1.74,63,16.48,1094.511949,0,0,1
1052,4.32,50,28.52,3244.982565,0,0,0
1053,1.66,63,27.64,1504.72803,0,1,0
1054,2.49,250,21.48,6158.191925,0,0,1
1055,2.38,125,20.45,3150.853491,0,0,0
1056,4.27,90,30.47,4837.670375,0,1,0
1057,3.29,50,24.36,2126.4752329999997,0,0,0
1058,3.92,63,26.93,3444.924328,0,0,1
1059,2.94,250,22.82,7377.800111,0,0,0
1060,3.91,90,26.49,4031.003724,0,0,1
1061,1.14,90,22.86,1150.825357,0,0,0
1062,3.73,250,15.26,8782.861784,0,1,0
1063,3.59,125,13.11,4380.610964,0,0,0
1064,3.49,90,31.49,3841.752626,0,0,0
1065,1.85,200,20.62,4095.400967,0,0,1
1066,3.85,200,8.31,4284.976284,0,1,0
1067,2.78,250,48.84,12523.576309999999,0,0,0
1068,2.3,250,36.61,7955.287546,0,0,0
1069,2.76,250,36.36,10088.97412,0,0,0
1070,3.81,125,26.53,7156.5591269999995,0,0,0
1071,2.14,63,37.11,2123.958391,0,0,0
1072,2.37,63,20.66,1665.797858,0,0,0
1073,2.75,90,24.29,3238.765577,0,1,0
1074,2.09,90,31.69,2622.558008,0,0,0
1075,3.13,200,22.8,6367.467686999999,0,0,0
1076,2.59,90,30.61,3214.97003,0,0,0
1077,1.58,63,37.61,1572.585576,0,1,0
1078,2.71,125,22.58,4086.492418,0,0,0
1079,1.75,63,17.01,823.5806284,0,1,0
1080,3.85,90,27.21,4424.060254,0,1,0
1081,3.8,200,20.52,8230.197827,0,0,0
1082,1.8,63,28.46,1576.696975,0,1,0
1083,2.64,200,35.86,9122.864044,0,0,0
1084,1.94,250,14.41,5249.296586,0,0,0
1085,1.4,90,15.33,1133.931408,0,1,0
1086,1.91,125,28.15,3256.29475,0,0,0
1087,2.73,90,17.19,2734.494365,0,1,0
1088,2.84,200,42.76,9370.881005,0,0,0
1089,4.27,63,16.86,2603.1962320000002,0,0,0
1090,2.45,315,21.87,9984.457349,0,1,0
1091,2.35,125,29.06,4316.012033,0,1,0
1092,3.12,90,40.19,3766.87971,0,1,0
1093,1.9,90,19.09,1758.509404,0,0,0
1094,1.95,63,28.61,1727.3167440000002,0,0,0
1095,4.01,90,15.6,3727.0127340000004,0,0,0
1096,1.57,200,32.74,4433.751638000001,0,0,1
1097,4.22,125,16.88,6148.309438,0,0,0
1098,2.39,90,19.15,2248.467952,0,0,0
1099,3.0,63,21.6,2391.305755,0,0,0
1100,2.25,63,19.52,1660.446234,0,0,0
1101,3.43,250,17.59,8020.544859999999,0,0,0
1102,2.07,125,27.09,3268.121865,0,0,0
1103,1.76,63,25.89,1445.133516,0,0,0
1104,1.78,125,23.92,2630.838911,0,1,0
1105,2.28,315,16.95,8135.3422310000005,0,0,0
1106,2.05,315,27.84,7639.687773000001,0,0,0
1107,2.19,125,20.17,3696.8739990000004,0,0,0
1108,4.15,63,19.72,2833.46123,0,1,0
1109,2.07,63,15.14,1069.9340619999998,0,1,0
1110,3.25,63,30.75,2788.878183,0,0,0
1111,3.24,90,13.12,2870.32466,0,0,1
1112,2.59,90,18.79,2812.4219980000003,0,0,0
1113,4.24,90,32.95,6103.952677,0,0,0
1114,2.68,63,15.74,1756.2017629999998,0,0,1
1115,3.69,63,19.0,2554.867281,0,1,0
1116,2.14,63,38.1,2121.931423,0,1,0
1117,3.45,63,26.86,2703.544824,0,0,0
1118,2.92,63,25.24,2022.2530239999999,0,1,0
1119,1.52,315,22.09,5446.188112,0,0,0
